countryCode,leagueCode,name,shortName,city,primaryColor,formation,tactic,rating,developmentPower,youthPower,sponsorPower
JPN,J2,アビスパ福岡,福岡,福岡,#263238,4-4-2,堅守速攻,41,120,100,90
JPN,J2,ガンバ大阪,G大阪,大阪,#0d47a1,4-2-3-1,ポゼッション,59,140,120,108
JPN,J2,サンフレッチェ広島,広島,広島,#512da8,3-4-2-1,ハイプレス,48,140,120,120
JPN,J2,柏レイソル,柏,千葉,#f9a825,4-4-2,バランス,50,140,120,60
JPN,J2,川崎フロンターレ,川崎F,神奈川,#00a6d6,4-3-3,ポゼッション,59,140,100,126
JPN,J2,アルビレックス新潟,新潟,新潟,#fb8c00,4-3-3,ポゼッション,66,140,120,138
JPN,J2,横浜FC,横浜FC,神奈川,#039be5,3-5-2,堅守速攻,54,120,100,90
JPN,J2,FC町田ゼルビア,町田,東京,#01579b,4-4-2,堅守速攻,49,80,60,152
JPN,J2,ジュビロ磐田,磐田,静岡,#00a6d6,4-2-3-1,ポゼッション,55,120,100,152
JPN,J2,ヴァンフォーレ甲府,甲府,山梨,#0d47a1,4-3-3,バランス,49,100,100,143
JPN,J2,ロアッソ熊本,熊本,熊本,#d84315,3-4-2-1,ポゼッション,46,80,80,130
JPN,J2,水戸ホーリーホック,水戸,茨城,#0d47a1,4-4-2,バランス,46,100,80,130
JPN,J2,V・ファーレン長崎,長崎,長崎,#f57c00,4-2-3-1,バランス,50,80,60,182
JPN,J2,ファジアーノ岡山,岡山,岡山,#b71c1c,3-4-2-1,堅守速攻,44,80,60,152
JPN,J2,清水エスパルス,清水,静岡,#f57c00,4-2-3-1,バランス,55,140,120,130
JPN,J2,栃木SC,栃木,栃木,#fbc02d,3-4-2-1,堅守速攻,53,100,80,130
JPN,J2,モンテディオ山形,山形,山形,#0d47a1,4-2-3-1,ポゼッション,45,100,100,130
JPN,J2,FC岐阜,岐阜,岐阜,#43a047,4-2-3-1,バランス,42,80,80,130
JPN,J2,FC琉球,琉球,沖縄,#c62828,4-2-3-1,ポゼッション,49,80,60,152
JPN,J2,ギラヴァンツ北九州,北九州,福岡,#f9a825,4-4-2,バランス,43,80,60,112
JPN,J2,カマタマーレ讃岐,讃岐,香川,#00acc1,4-4-2,堅守速攻,36,80,60,82
JPN,J2,カターレ富山,富山,富山,#1565c0,4-4-2,堅守速攻,39,100,60,52
KOR,K1,大邱FC,大邱,大邱,#0ea5e9,3-4-2-1,サイド攻撃,53,140,120,90
KOR,K1,大田ハナシチズン,大田,大田,#7c3aed,4-2-3-1,バランス,43,120,100,120
KOR,K1,浦項スティーラーズ,浦項,浦項,#111827,4-3-3,ハイプレス,61,140,160,100
KOR,K1,FCソウル,FCソウル,ソウル,#dc2626,4-2-3-1,バランス,52,120,120,115
KOR,K1,江原FC,江原,春川,#f97316,4-2-3-1,サイド攻撃,55,100,120,100
KOR,K1,済州ユナイテッド,済州,済州,#f97316,4-4-2,堅守速攻,59,140,120,100
KOR,K1,全北現代モータース,全北現代,全州,#16a34a,4-3-3,ポゼッション,71,160,120,138
KOR,K1,蔚山HD,蔚山HD,蔚山,#2563eb,4-2-3-1,ハイプレス,74,160,160,126
KOR,K1,釜山アイパーク,釜山,釜山,#dc2626,4-3-3,サイド攻撃,64,140,160,143
KOR,K1,仁川ユナイテッド,仁川,仁川,#2563eb,4-2-3-1,バランス,63,120,140,160
KOR,K1,城南FC,城南,城南,#111827,4-4-2,堅守速攻,60,120,100,143
KOR,K1,水原三星ブルーウィングス,水原三星,水原,#2563eb,4-2-3-1,ポゼッション,62,140,160,143
KOR,K2,FC安養,安養,安養,#7c3aed,4-4-2,堅守速攻,49,100,100,100
KOR,K2,金泉尚武,金泉尚武,金泉,#ef4444,4-4-2,堅守速攻,42,120,1,78
KOR,K2,光州FC,光州,光州,#facc15,4-2-3-1,ポゼッション,35,60,120,90
KOR,K2,水原FC,水原FC,水原,#dc2626,4-3-3,バランス,37,100,100,100
KOR,K2,安山グリナース,安山,安山,#16a34a,4-2-3-1,バランス,36,80,60,82
KOR,K2,富川FC 1995,富川,富川,#dc2626,4-3-3,ハイプレス,37,80,100,130
KOR,K2,天安シティ,天安,天安,#ef4444,4-4-2,堅守速攻,33,80,80,112
KOR,K2,忠北清州FC,忠北清州,清州,#0ea5e9,4-3-3,ポゼッション,35,80,60,82
KOR,K2,忠南牙山,忠南牙山,牙山,#2563eb,4-2-3-1,バランス,38,80,100,112
KOR,K2,金浦FC,金浦,金浦,#111827,4-4-2,堅守速攻,33,80,60,112
KOR,K2,慶南FC,慶南,昌原,#f97316,4-2-3-1,サイド攻撃,46,120,100,130
KOR,K2,華城FC,華城,華城,#f97316,4-3-3,ハイプレス,31,60,60,82
KOR,K2,全南ドラゴンズ,全南,光陽,#facc15,4-4-2,堅守速攻,42,100,100,130
KOR,K2,ソウルイーランド,ソウルE,ソウル,#0ea5e9,4-2-3-1,バランス,43,80,60,130
AUT,AUT1,レッドブル・ザルツブルク,ザルツブルク,ザルツブルク,#d71920,4-4-2,堅守速攻,83,200,160,238
AUT,AUT1,シュトゥルム・グラーツ,シュトゥルム,グラーツ,#d71920,3-5-2,ハイプレス,61,160,120,130
AUT,AUT1,ラピード・ウィーン,ラピード,ウィーン,#d71920,4-3-3,バランス,62,120,120,108
AUT,AUT1,オーストリア・ウィーン,Aウィーン,ウィーン,#d71920,4-2-3-1,ポゼッション,52,120,120,90
AUT,AUT1,LASK,LASK,リンツ,#d71920,4-4-2,堅守速攻,54,120,100,108
AUT,AUT1,ヴォルフスベルガーAC,WAC,ヴォルフスベルク,#d71920,3-5-2,ハイプレス,37,100,80,60
AUT,AUT1,ハルトベルク,ハルトベルク,68,#d71920,4-3-3,バランス,39,60,78,10
AUT,AUT1,アルタッハ,アルタッハ,68,#d71920,4-2-3-1,ポゼッション,37,60,78,10
AUT,AUT1,WSGチロル,WSGチロル,インスブルック,#d71920,4-4-2,堅守速攻,31,60,60,15
AUT,AUT1,オーストリア・ルステナウ,ルステナウ,ルステナウ,#d71920,3-5-2,ハイプレス,37,60,60,21
AUT,AUT1,ブラウ＝ヴァイス・リンツ,BWリンツ,リンツ,#d71920,4-3-3,バランス,37,80,60,20
AUT,AUT1,オーストリア・クラーゲンフルト,クラーゲンフルト,クラーゲンフルト,#d71920,4-2-3-1,ポゼッション,37,80,60,30
BEL,BEL1,アンデルレヒト,アンデルレヒト,ブリュッセル,#1565c0,4-4-2,堅守速攻,58,140,140,78
BEL,BEL1,アントワープ,アントワープ,アントワープ,#1565c0,3-5-2,ハイプレス,59,120,100,134
BEL,BEL1,セルクル・ブルージュ,セルクル,ブルージュ,#1565c0,4-3-3,バランス,60,120,100,115
BEL,BEL1,シャルルロワ,シャルルロワ,シャルルロワ,#1565c0,4-2-3-1,ポゼッション,51,120,100,23
BEL,BEL1,クラブ・ブルージュ,クラブ・ブルージュ,ブルージュ,#1565c0,4-4-2,堅守速攻,79,200,140,148
BEL,BEL1,ヘント,ヘント,ヘント,#1565c0,4-3-3,バランス,62,160,120,78
BEL,BEL1,KRCヘンク,ヘンク,ヘンク,#1565c0,4-2-3-1,ポゼッション,70,160,160,90
BEL,BEL1,KVメヘレン,メヘレン,メヘレン,#1565c0,3-5-2,ハイプレス,59,120,120,60
BEL,BEL1,シント＝トロイデン,STVV,シント＝トロイデン,#1565c0,4-4-2,堅守速攻,53,120,120,78
BEL,BEL1,スタンダール・リエージュ,スタンダール,リエージュ,#1565c0,3-5-2,ハイプレス,66,160,140,78
BEL,BEL1,ベールスホット,ベールスホット,アントワープ,#1565c0,4-4-2,堅守速攻,47,100,120,32
BEL,BEL1,ヨング・ヘンク,ヨング・ヘンク,ヘンク,#1565c0,4-4-2,堅守速攻,59,120,120,48
BEL,BEL1,オーステンデ,オーステンデ,オーステンデ,#1565c0,4-4-2,堅守速攻,66,160,100,30
BEL,BEL1,RSCAフューチャーズ,RSCA未来,ブリュッセル,#1565c0,4-2-3-1,ポゼッション,52,140,160,13
BEL,BEL1,SL16 FC,SL16,リエージュ,#1565c0,4-3-3,バランス,54,100,120,49
BEL,BEL1,ズルテ・ワレヘム,ズルテ・ワレヘム,ワレヘム,#1565c0,4-2-3-1,ポゼッション,59,120,120,100
BEL,BEL2,オイペン,オイペン,オイペン,#1565c0,3-5-2,ハイプレス,49,100,120,30
BEL,BEL2,KVコルトレイク,コルトレイク,コルトレイク,#1565c0,4-4-2,堅守速攻,40,100,100,30
BEL,BEL2,モレンベーク,モレンベーク,ブリュッセル,#1565c0,4-3-3,バランス,36,80,80,25
BEL,BEL2,OHルーヴェン,ルーヴェン,ルーヴェン,#1565c0,4-2-3-1,ポゼッション,45,100,100,90
BEL,BEL2,ユニオンSG,ユニオンSG,ブリュッセル,#1565c0,4-3-3,バランス,46,100,100,60
BEL,BEL2,ウェステルロー,ウェステルロー,ウェステルロー,#1565c0,4-2-3-1,ポゼッション,43,100,100,26
BEL,BEL2,クラブNXT,クラブNXT,ブルージュ,#1565c0,3-5-2,ハイプレス,41,100,100,14
BEL,BEL2,デンデルEH,デンデル,デンデルレーウ,#1565c0,4-3-3,バランス,45,100,100,15
BEL,BEL2,フランクス・ボラン,フランクス・ボラン,ボラン,#1565c0,4-2-3-1,ポゼッション,46,100,100,14
BEL,BEL2,KMSKデインズ,デインズ,デインズ,#1565c0,3-5-2,ハイプレス,41,100,80,21
BEL,BEL2,リールセK,リールセ,リール,#1565c0,4-3-3,バランス,38,80,100,60
BEL,BEL2,ロンメルSK,ロンメル,ロンメル,#1565c0,4-2-3-1,ポゼッション,33,80,80,29
BEL,BEL2,パトロ・エイスデン,パトロ,エイスデン,#1565c0,3-5-2,ハイプレス,43,100,100,15
BEL,BEL2,RFCリエージュ,RFCリエージュ,リエージュ,#1565c0,4-3-3,バランス,44,100,100,32
BEL,BEL2,セランFC,セラン,セラン,#1565c0,4-4-2,堅守速攻,42,80,100,12
BEL,BEL2,SKベフェレン,ベフェレン,ベフェレン,#1565c0,3-5-2,ハイプレス,38,100,100,16
BUL,BUL1,ルドゴレツ・ラズグラド,ルドゴレツ,ラズグラド,#00843d,4-3-3,ポゼッション,52,120,100,110
BUL,BUL1,CSKAソフィア,CSKAソフィア,ソフィア,#d71920,4-2-3-1,ハイプレス,44,120,60,90
BUL,BUL1,レフスキ・ソフィア,レフスキ,ソフィア,#005baa,4-3-3,バランス,45,120,80,87
BUL,BUL1,CSKA 1948,CSKA 1948,ソフィア,#d71920,4-2-3-1,バランス,46,80,80,127
BUL,BUL1,ボテフ・プロヴディフ,ボテフ,プロヴディフ,#f4c542,4-4-2,堅守速攻,45,80,60,100
BUL,BUL1,チェルノ・モレ,チェルノ・モレ,ヴァルナ,#00843d,4-3-3,堅守速攻,34,80,60,78
BUL,BUL1,スラヴィア・ソフィア,スラヴィア,ソフィア,#ffffff,4-2-3-1,バランス,39,40,60,58
BUL,BUL1,アルダ・クルジャリ,アルダ,クルジャリ,#005baa,4-4-2,堅守速攻,37,80,80,85
BUL,BUL1,ベロエ・スタラ・ザゴラ,ベロエ,スタラ・ザゴラ,#00843d,4-3-3,バランス,33,60,60,58
BUL,BUL1,ロコモティフ・プロヴディフ,ロコモティフP,プロヴディフ,#111111,4-2-3-1,堅守速攻,38,60,80,56
BUL,BUL1,ロコモティフ・ソフィア,ロコモティフS,ソフィア,#d71920,4-4-2,堅守速攻,32,60,80,60
BUL,BUL1,ヘバル・パザルジク,ヘバル,パザルジク,#00843d,4-3-3,バランス,34,60,60,48
BUL,BUL1,ピリン・ブラゴエヴグラト,ピリン,ブラゴエヴグラト,#00843d,4-2-3-1,堅守速攻,28,20,80,20
BUL,BUL1,ボテフ・ヴラツァ,ボテフV,ヴラツァ,#00843d,4-4-2,堅守速攻,29,40,80,43
BUL,BUL1,クルモヴグラト,クルモヴグラト,クルモヴグラト,#005baa,4-3-3,バランス,24,10,20,18
BUL,BUL1,エタル・ヴェリコ・タルノヴォ,エタル,ヴェリコ・タルノヴォ,#7a003c,4-2-3-1,堅守速攻,30,40,80,31
CRO,CRO1,ディナモ・ザグレブ,ディナモZG,ザグレブ,#005baa,4-3-3,ポゼッション,62,120,160,138
CRO,CRO1,ハイドゥク・スプリト,ハイドゥク,スプリト,#ffffff,4-2-3-1,ハイプレス,54,120,140,100
CRO,CRO1,HNKリエカ,リエカ,リエカ,#6bb6ff,4-3-3,バランス,64,120,80,123
CRO,CRO1,NKオシエク,オシエク,オシエク,#003b79,4-2-3-1,ポゼッション,65,160,80,134
CRO,CRO1,ロコモティヴァ・ザグレブ,ロコモティヴァ,ザグレブ,#005baa,4-4-2,堅守速攻,40,60,140,64
CRO,CRO1,NKヴァラジュディン,ヴァラジュディン,ヴァラジュディン,#005baa,4-2-3-1,バランス,50,100,160,48
CRO,CRO1,スラヴェン・ベルポ,スラヴェン,コプリヴニツァ,#005baa,4-4-2,堅守速攻,36,60,60,28
CRO,CRO1,NKイストラ1961,イストラ,プーラ,#f4c542,4-3-3,バランス,59,120,80,85
CRO,CRO1,HNKゴリツァ,ゴリツァ,ヴェリカ・ゴリツァ,#d71920,4-2-3-1,堅守速攻,54,100,140,38
CRO,CRO1,NKルデシュ,ルデシュ,ザグレブ,#d71920,4-4-2,堅守速攻,37,60,100,33
CZE,CZE1,スパルタ・プラハ,スパルタ,プラハ,#1565c0,4-3-3,バランス,67,160,120,145
CZE,CZE1,スラヴィア・プラハ,スラヴィア,プラハ,#1565c0,4-2-3-1,ポゼッション,68,160,120,138
CZE,CZE1,ヴィクトリア・プルゼニ,プルゼニ,プルゼニ,#1565c0,4-4-2,堅守速攻,58,120,100,115
CZE,CZE1,スロヴァン・リベレツ,リベレツ,リベレツ,#1565c0,3-5-2,ハイプレス,45,100,80,60
CZE,CZE1,バニーク・オストラヴァ,バニーク,オストラヴァ,#1565c0,4-3-3,バランス,45,100,80,78
CZE,CZE1,ボヘミアンズ1905,ボヘミアンズ,プラハ,#1565c0,4-2-3-1,ポゼッション,36,80,80,30
CZE,CZE1,ムラダー・ボレスラフ,ボレスラフ,ムラダー・ボレスラフ,#1565c0,4-4-2,堅守速攻,44,100,80,60
CZE,CZE1,シグマ・オロモウツ,シグマ,オロモウツ,#1565c0,3-5-2,ハイプレス,45,100,100,60
CZE,CZE1,スロヴァーツコ,スロヴァーツコ,ウヘルスケー・フラジシュチェ,#1565c0,4-3-3,バランス,40,80,80,30
CZE,CZE1,ヤブロネツ,ヤブロネツ,ヤブロネツ,#1565c0,4-2-3-1,ポゼッション,35,80,80,30
CZE,CZE1,ディナモ・チェスケー・ブジェヨヴィツェ,Dチェスケー,チェスケー・ブジェヨヴィツェ,#1565c0,4-4-2,堅守速攻,37,60,60,20
CZE,CZE1,テプリツェ,テプリツェ,テプリツェ,#1565c0,3-5-2,ハイプレス,33,60,60,20
CZE,CZE1,フラデツ・クラーロヴェー,フラデツ,フラデツ・クラーロヴェー,#1565c0,4-3-3,バランス,42,80,60,15
CZE,CZE1,パルドゥビツェ,パルドゥビツェ,パルドゥビツェ,#1565c0,4-2-3-1,ポゼッション,37,60,60,19
CZE,CZE1,カルヴィナー,カルヴィナー,カルヴィナー,#1565c0,4-4-2,堅守速攻,30,60,20,18
CZE,CZE1,ズリーン,ズリーン,ズリーン,#1565c0,3-5-2,ハイプレス,39,80,60,19
DEN,DEN1,FCコペンハーゲン,コペンハーゲン,コペンハーゲン,#d71920,4-3-3,バランス,77,160,120,156
DEN,DEN1,ミッティラン,ミッティラン,ヘアニング,#d71920,4-2-3-1,ポゼッション,73,160,120,145
DEN,DEN1,ブレンビー,ブレンビー,ブレンビー,#d71920,4-4-2,堅守速攻,53,120,120,120
DEN,DEN1,ノアシェラン,ノアシェラン,ファルム,#d71920,3-5-2,ハイプレス,61,140,160,130
DEN,DEN1,AGF,AGF,オーフス,#d71920,4-3-3,バランス,48,100,100,78
DEN,DEN1,オーデンセBK,OB,オーデンセ,#d71920,4-2-3-1,ポゼッション,46,100,80,60
DEN,DEN1,ラナース,ラナース,ラナース,#d71920,4-4-2,堅守速攻,38,80,80,30
DEN,DEN1,シルケボー,シルケボー,シルケボー,#d71920,3-5-2,ハイプレス,56,100,80,60
DEN,DEN1,ヴィボー,ヴィボー,ヴィボー,#d71920,4-3-3,バランス,43,80,60,30
DEN,DEN1,リンビー,リンビー,リンビー,#d71920,4-2-3-1,ポゼッション,44,60,60,20
DEN,DEN1,ヴェイレ,ヴェイレ,ヴェイレ,#d71920,4-4-2,堅守速攻,36,60,60,15
DEN,DEN1,ホヴィドヴレ,ホヴィドヴレ,ホヴィドヴレ,#d71920,3-5-2,ハイプレス,40,60,60,20
ENG,EPL,アーセナル,アーセナル,ロンドン,#ef0107,4-3-3,ポゼッション,83,140,160,260
ENG,EPL,アストン・ヴィラ,ヴィラ,バーミンガム,#670e36,4-2-3-1,バランス,93,180,160,100
ENG,EPL,ブレントフォード,ブレントフォード,ロンドン,#e30613,4-3-3,ハイプレス,87,80,60,204
ENG,EPL,ブライトン,ブライトン,ブライトン,#0057b8,4-2-3-1,ポゼッション,98,140,160,242
ENG,EPL,チェルシー,チェルシー,ロンドン,#034694,4-2-3-1,ポゼッション,99,180,140,262
ENG,EPL,エヴァートン,エヴァートン,リヴァプール,#003399,4-2-3-1,バランス,93,140,160,231
ENG,EPL,フラム,フラム,ロンドン,#000000,4-2-3-1,バランス,81,160,120,138
ENG,EPL,リヴァプール,リヴァプール,リヴァプール,#c8102e,4-3-3,ハイプレス,107,180,140,265
ENG,EPL,マンチェスター・シティ,マンC,マンチェスター,#6cabdd,4-3-3,ポゼッション,100,180,140,273
ENG,EPL,ニューカッスル・ユナイテッド,ニューカッスル,ニューカッスル,#241f20,4-3-3,ハイプレス,86,120,100,249
ENG,EPL,トッテナム・ホットスパー,トッテナム,ロンドン,#132257,4-2-3-1,ハイプレス,102,180,140,280
ENG,EPL,ウェストハム・ユナイテッド,ウェストハム,ロンドン,#7a263a,4-2-3-1,サイド攻撃,87,120,120,232
ENG,EPL,ブリストル・シティ,ブリストルC,ブリストル,#d71920,4-3-3,サイド攻撃,95,160,100,166
ENG,EPL,リーズ・ユナイテッド,リーズ,リーズ,#ffcd00,4-2-3-1,ハイプレス,94,140,120,216
ENG,EPL,レスター・シティ,レスター,レスター,#003090,4-3-3,ポゼッション,114,180,160,233
ENG,EPL,ノリッジ・シティ,ノリッジ,ノリッジ,#00a650,4-2-3-1,サイド攻撃,83,160,120,162
ENG,EPL,プレストン・ノースエンド,プレストン,プレストン,#ffffff,3-5-2,堅守速攻,70,160,80,78
ENG,EPL,サウサンプトン,サウサンプトン,サウサンプトン,#d71920,4-3-3,ポゼッション,89,140,160,226
ENG,EPL,ストーク・シティ,ストーク,ストーク,#e03a3e,4-2-3-1,堅守速攻,76,160,100,138
ENG,EPL,サンダーランド,サンダーランド,サンダーランド,#eb172b,4-2-3-1,サイド攻撃,61,140,120,115
ENG,ECH,ボーンマス,ボーンマス,ボーンマス,#da291c,4-4-2,堅守速攻,47,100,80,30
ENG,ECH,バーンリー,バーンリー,バーンリー,#6c1d45,4-4-2,堅守速攻,48,160,100,78
ENG,ECH,クリスタル・パレス,パレス,ロンドン,#1b458f,4-3-3,サイド攻撃,55,120,160,108
ENG,ECH,ルートン・タウン,ルートン,ルートン,#f78f1e,3-4-2-1,堅守速攻,61,120,100,29
ENG,ECH,マンチェスター・ユナイテッド,マンU,マンチェスター,#da291c,4-2-3-1,サイド攻撃,91,160,160,260
ENG,ECH,ノッティンガム・フォレスト,Nフォレスト,ノッティンガム,#dd0000,4-2-3-1,堅守速攻,49,100,100,90
ENG,ECH,シェフィールド・ユナイテッド,シェフィールドU,シェフィールド,#ee2737,3-5-2,堅守速攻,60,100,100,120
ENG,ECH,ウォルヴァーハンプトン,ウルブス,ウォルヴァーハンプトン,#fdb913,3-4-2-1,堅守速攻,82,160,120,189
ENG,ECH,バーミンガム・シティ,バーミンガム,バーミンガム,#004c9e,4-2-3-1,バランス,61,100,120,126
ENG,ECH,ブラックバーン・ローヴァーズ,ブラックバーン,ブラックバーン,#0057b8,4-2-3-1,バランス,68,120,120,151
ENG,ECH,カーディフ・シティ,カーディフ,カーディフ,#0070b5,4-2-3-1,バランス,72,120,100,78
ENG,ECH,コヴェントリー・シティ,コヴェントリー,コヴェントリー,#77bbff,3-4-2-1,ハイプレス,49,120,100,78
ENG,ECH,ハダースフィールド・タウン,ハダースフィールド,ハダースフィールド,#0e63ad,4-2-3-1,堅守速攻,52,120,80,78
ENG,ECH,ハル・シティ,ハル,ハル,#f5a800,4-2-3-1,サイド攻撃,58,120,80,60
ENG,ECH,イプスウィッチ・タウン,イプスウィッチ,イプスウィッチ,#0057b8,4-2-3-1,ハイプレス,60,120,100,100
ENG,ECH,ミドルズブラ,ミドルズブラ,ミドルズブラ,#e30613,4-2-3-1,バランス,62,140,160,90
ENG,ECH,ミルウォール,ミルウォール,ロンドン,#001489,4-4-2,堅守速攻,48,100,80,60
ENG,ECH,プリマス・アーガイル,プリマス,プリマス,#006747,4-3-3,バランス,53,60,60,120
ENG,ECH,クイーンズ・パーク・レンジャーズ,QPR,ロンドン,#1d5db8,4-2-3-1,バランス,52,120,100,90
ENG,ECH,ロザラム・ユナイテッド,ロザラム,ロザラム,#e21d2d,4-4-2,堅守速攻,46,80,40,60
ENG,ECH,シェフィールド・ウェンズデイ,シェフィールドW,シェフィールド,#0057b8,3-5-2,バランス,51,80,60,108
ENG,ECH,スウォンジー・シティ,スウォンジー,スウォンジー,#000000,4-2-3-1,ポゼッション,75,120,100,158
ENG,ECH,ワトフォード,ワトフォード,ワトフォード,#fbee23,4-3-3,サイド攻撃,67,140,100,115
ENG,ECH,ウェスト・ブロムウィッチ・アルビオン,WBA,ウェスト・ブロムウィッチ,#122f67,4-2-3-1,バランス,78,120,120,189
ESP,LL,アラベス,アラベス,ビトリア,#005bac,4-2-3-1,堅守速攻,63,100,100,120
ESP,LL,アスレティック・ビルバオ,アスレティック,ビルバオ,#ee2523,4-2-3-1,ハイプレス,79,140,160,175
ESP,LL,アトレティコ・マドリード,アトレティコ,マドリード,#cb3524,3-5-2,堅守速攻,95,160,160,168
ESP,LL,バルセロナ,バルセロナ,バルセロナ,#a50044,4-3-3,ポゼッション,107,140,140,249
ESP,LL,カディス,カディス,カディス,#ffe100,4-4-2,堅守速攻,70,120,120,115
ESP,LL,セルタ・ビーゴ,セルタ,ビーゴ,#8fd4f4,4-3-3,ポゼッション,101,160,120,176
ESP,LL,マジョルカ,マジョルカ,パルマ,#d71920,5-3-2,堅守速攻,71,100,100,108
ESP,LL,レアル・ベティス,ベティス,セビージャ,#00954c,4-2-3-1,ポゼッション,76,120,120,168
ESP,LL,レアル・マドリード,レアル・マドリード,マドリード,#ffffff,4-3-3,ポゼッション,90,140,140,272
ESP,LL,レアル・ソシエダ,ソシエダ,サン・セバスティアン,#005eb8,4-3-3,ハイプレス,93,140,160,195
ESP,LL,セビージャ,セビージャ,セビージャ,#d71920,4-2-3-1,サイド攻撃,97,160,160,187
ESP,LL,バレンシア,バレンシア,バレンシア,#f58220,4-2-3-1,サイド攻撃,92,160,160,182
ESP,LL,ビジャレアル,ビジャレアル,ビジャレアル,#fff200,4-4-2,ポゼッション,101,160,160,175
ESP,LL,アルバセテ,アルバセテ,アルバセテ,#ffffff,4-2-3-1,バランス,71,120,100,13
ESP,LL,エイバル,エイバル,エイバル,#005bac,4-2-3-1,ハイプレス,74,100,100,108
ESP,LL,エルチェ,エルチェ,エルチェ,#00843d,4-2-3-1,バランス,82,120,120,141
ESP,LL,エスパニョール,エスパニョール,バルセロナ,#005eb8,4-2-3-1,ポゼッション,96,160,160,166
ESP,LL,レバンテ,レバンテ,バレンシア,#d71920,4-2-3-1,サイド攻撃,74,120,100,130
ESP,LL,スポルティング・ヒホン,ヒホン,ヒホン,#e30613,4-2-3-1,ハイプレス,72,160,160,60
ESP,LL,レアル・バリャドリード,バリャドリード,バリャドリード,#7f2c8e,4-2-3-1,ポゼッション,72,120,100,148
ESP,LL2,アルメリア,アルメリア,アルメリア,#ee1c25,4-3-3,サイド攻撃,63,120,80,100
ESP,LL2,ヘタフェ,ヘタフェ,ヘタフェ,#005baa,4-4-2,堅守速攻,51,100,100,108
ESP,LL2,ジローナ,ジローナ,ジローナ,#e30613,4-3-3,ポゼッション,50,100,120,115
ESP,LL2,グラナダ,グラナダ,グラナダ,#d71920,4-2-3-1,バランス,61,120,120,108
ESP,LL2,ラス・パルマス,ラス・パルマス,ラス・パルマス,#f9df00,4-3-3,ポゼッション,62,120,120,138
ESP,LL2,オサスナ,オサスナ,パンプローナ,#003b79,4-2-3-1,ハイプレス,61,120,120,130
ESP,LL2,ラージョ・バジェカーノ,ラージョ,マドリード,#e30613,4-2-3-1,ハイプレス,56,100,100,60
ESP,LL2,アルコルコン,アルコルコン,アルコルコン,#ffd200,4-4-2,堅守速攻,43,80,80,28
ESP,LL2,アモレビエタ,アモレビエタ,アモレビエタ,#005bac,4-4-2,堅守速攻,43,60,60,14
ESP,LL2,アンドラ,アンドラ,アンドラ・ラ・ベリャ,#005baa,4-3-3,ポゼッション,61,100,80,30
ESP,LL2,ブルゴス,ブルゴス,ブルゴス,#000000,4-2-3-1,堅守速攻,46,100,80,44
ESP,LL2,カルタヘナ,カルタヘナ,カルタヘナ,#000000,4-2-3-1,バランス,43,100,60,26
ESP,LL2,エルデンセ,エルデンセ,エルダ,#004b93,4-4-2,堅守速攻,38,40,60,12
ESP,LL2,ウエスカ,ウエスカ,ウエスカ,#004b93,4-2-3-1,バランス,57,120,100,60
ESP,LL2,レガネス,レガネス,レガネス,#005bac,4-2-3-1,堅守速攻,48,100,80,25
ESP,LL2,ミランデス,ミランデス,ミランダ・デ・エブロ,#d71920,4-2-3-1,ハイプレス,44,80,20,49
ESP,LL2,ラシン・サンタンデール,ラシン,サンタンデール,#00843d,4-2-3-1,バランス,63,120,120,30
ESP,LL2,ラシン・フェロル,ラシン・フェロル,フェロル,#00843d,4-4-2,堅守速攻,47,60,60,29
ESP,LL2,レアル・オビエド,オビエド,オビエド,#005bac,4-2-3-1,バランス,50,120,100,78
ESP,LL2,レアル・サラゴサ,サラゴサ,サラゴサ,#ffffff,4-2-3-1,バランス,57,120,120,115
ESP,LL2,テネリフェ,テネリフェ,サンタ・クルス,#005bac,4-2-3-1,バランス,51,120,120,100
ESP,LL2,ビジャレアルB,ビジャレアルB,ビジャレアル,#fff200,4-3-3,ポゼッション,31,20,20,12
FRA,FRA1,パリ・サンジェルマン,PSG,パリ,#004170,4-3-3,ポゼッション,101,160,180,262
FRA,FRA1,ASモナコ,モナコ,モナコ,#e30613,4-2-3-1,バランス,95,160,160,201
FRA,FRA1,オリンピック・マルセイユ,マルセイユ,マルセイユ,#00a3e0,4-3-3,ハイプレス,94,140,120,226
FRA,FRA1,オリンピック・リヨン,リヨン,リヨン,#003b79,4-2-3-1,ポゼッション,78,140,160,132
FRA,FRA1,RCランス,ランス,ランス,#d71920,3-4-2-1,堅守速攻,65,120,100,130
FRA,FRA1,LOSCリール,リール,リール,#e01b2f,4-2-3-1,バランス,100,160,140,201
FRA,FRA1,OGCニース,ニース,ニース,#d71920,4-3-3,堅守速攻,76,140,160,136
FRA,FRA1,スタッド・レンヌ,レンヌ,レンヌ,#d71920,4-3-3,ハイプレス,98,160,160,170
FRA,FRA1,スタッド・ブレスト,ブレスト,ブレスト,#d71920,4-4-2,堅守速攻,72,120,100,122
FRA,FRA1,RCストラスブール,ストラスブール,ストラスブール,#005baa,3-4-2-1,バランス,89,160,160,151
FRA,FRA1,AJオセール,オセール,オセール,#0050a4,4-2-3-1,堅守速攻,70,120,120,130
FRA,FRA1,スタッド・ランス,Sランス,ランス,#d71920,4-3-3,ハイプレス,70,100,160,130
